type,id,user_id,timestamp
story,26099706,alimammiya,2021-02-11 09:20:11 UTC
comment,26099705,feralimal,2021-02-11 09:19:32 UTC
comment,26099704,BerislavLopac,2021-02-11 09:19:28 UTC
comment,26099703,ahuseyin,2021-02-11 09:19:27 UTC
story,26099702,donaljacks,2021-02-11 09:19:23 UTC
comment,26099701,throwaway189262,2021-02-11 09:19:22 UTC
comment,26099700,IndySun,2021-02-11 09:19:04 UTC
comment,26099699,loyukfai,2021-02-11 09:18:50 UTC
comment,26099698,bdg,2021-02-11 09:18:19 UTC
story,26099697,salgatt,2021-02-11 09:18:15 UTC
comment,26099696,hoseja,2021-02-11 09:18:07 UTC
comment,26099695,franga2000,2021-02-11 09:17:46 UTC
comment,26099694,czardoz,2021-02-11 09:17:38 UTC
comment,26099693,enriquto,2021-02-11 09:17:21 UTC
comment,26099692,foreigner,2021-02-11 09:16:54 UTC
comment,26099691,orwin,2021-02-11 09:16:40 UTC
comment,26099690,steerablesafe,2021-02-11 09:16:37 UTC
comment,26099689,bradknowles,2021-02-11 09:16:28 UTC
comment,26099688,lynguist,2021-02-11 09:16:16 UTC
comment,26099687,,2021-02-11 09:15:56 UTC
comment,26099686,hellweaver666,2021-02-11 09:15:38 UTC
comment,26099685,Nux,2021-02-11 09:15:26 UTC
story,26099684,johnjackjames,2021-02-11 09:15:22 UTC
comment,26099683,AyrtonB,2021-02-11 09:14:30 UTC
comment,26099682,shomansal,2021-02-11 09:14:23 UTC
comment,26099681,Ndymium,2021-02-11 09:14:09 UTC
comment,26099680,orisho,2021-02-11 09:14:05 UTC
comment,26099679,analognoise,2021-02-11 09:13:53 UTC
comment,26099678,thanato0s,2021-02-11 09:13:51 UTC
comment,26099677,fhenneke,2021-02-11 09:13:36 UTC
comment,26099676,yodelshady,2021-02-11 09:13:14 UTC
comment,26099675,tkainrad,2021-02-11 09:13:05 UTC
story,26099674,okike,2021-02-11 09:13:02 UTC
comment,26099673,woile,2021-02-11 09:13:01 UTC
story,26099672,Gametroleum,2021-02-11 09:12:39 UTC
comment,26099671,tryauuum,2021-02-11 09:12:21 UTC
comment,26099670,bradknowles,2021-02-11 09:12:20 UTC
comment,26099669,adevx,2021-02-11 09:12:08 UTC
comment,26099668,analognoise,2021-02-11 09:11:53 UTC
comment,26099667,pjmlp,2021-02-11 09:11:32 UTC
comment,26099666,dragonwriter,2021-02-11 09:11:25 UTC
comment,26099665,thanato0s,2021-02-11 09:11:20 UTC
comment,26099664,bdg,2021-02-11 09:10:50 UTC
comment,26099663,thanato0s,2021-02-11 09:10:46 UTC
comment,26099662,throwaway189262,2021-02-11 09:10:31 UTC
comment,26099661,roel_v,2021-02-11 09:10:31 UTC
comment,26099660,lynguist,2021-02-11 09:10:17 UTC
comment,26099659,nitish_mehrotra,2021-02-11 09:10:16 UTC
comment,26099658,yodelshady,2021-02-11 09:10:11 UTC
comment,26099657,nitish_mehrotra,2021-02-11 09:09:58 UTC
comment,26099656,adsche,2021-02-11 09:09:41 UTC
comment,26099655,Agingcoder,2021-02-11 09:09:32 UTC
comment,26099654,micrio,2021-02-11 09:09:28 UTC
comment,26099653,gspr,2021-02-11 09:09:18 UTC
comment,26099652,dragonwriter,2021-02-11 09:09:05 UTC
comment,26099651,iso1210,2021-02-11 09:08:41 UTC
comment,26099650,knighthack,2021-02-11 09:08:29 UTC
comment,26099649,cbmuser,2021-02-11 09:08:23 UTC
comment,26099648,thanato0s,2021-02-11 09:08:23 UTC
story,26099647,BarbaraUX,2021-02-11 09:08:15 UTC
comment,26099646,n4r9,2021-02-11 09:08:04 UTC
comment,26099645,ALittleLight,2021-02-11 09:07:55 UTC
comment,26099644,altun,2021-02-11 09:07:54 UTC
comment,26099643,FAANG_dream,2021-02-11 09:07:50 UTC
story,26099642,mkdev_me,2021-02-11 09:07:46 UTC
comment,26099641,bryanrasmussen,2021-02-11 09:07:32 UTC
story,26099640,vvoyer,2021-02-11 09:07:31 UTC
comment,26099639,cbmuser,2021-02-11 09:07:24 UTC
story,26099637,kreuzerk,2021-02-11 09:07:20 UTC
comment,26099638,kreuzerk,2021-02-11 09:07:20 UTC
comment,26099636,FriedrichN,2021-02-11 09:07:16 UTC
story,26099634,ketzu,2021-02-11 09:06:21 UTC
comment,26099635,pmontra,2021-02-11 09:06:21 UTC
story,26099633,digitalmehmet,2021-02-11 09:06:18 UTC
comment,26099632,cbmuser,2021-02-11 09:06:13 UTC
comment,26099631,thanato0s,2021-02-11 09:06:11 UTC
comment,26099630,throwaway_2047,2021-02-11 09:06:04 UTC
story,26099629,pknerd,2021-02-11 09:05:44 UTC
comment,26099628,cbmuser,2021-02-11 09:05:16 UTC
comment,26099627,namdnay,2021-02-11 09:05:07 UTC
comment,26099626,murermader,2021-02-11 09:05:02 UTC
comment,26099625,beigeoak,2021-02-11 09:04:35 UTC
comment,26099624,donaldihunter,2021-02-11 09:04:35 UTC
comment,26099623,richrichardsson,2021-02-11 09:04:31 UTC
comment,26099622,thanato0s,2021-02-11 09:03:38 UTC
comment,26099621,CaptArmchair,2021-02-11 09:03:36 UTC
comment,26099620,cbmuser,2021-02-11 09:03:19 UTC
comment,26099619,TeMPOraL,2021-02-11 09:02:59 UTC
comment,26099618,raverbashing,2021-02-11 09:02:37 UTC
comment,26099617,hannob,2021-02-11 09:02:20 UTC
story,26099616,lovepreetd,2021-02-11 09:01:51 UTC
comment,26099615,altun,2021-02-11 09:01:48 UTC
comment,26099614,thanato0s,2021-02-11 09:01:11 UTC
comment,26099613,bawolff,2021-02-11 09:01:08 UTC
comment,26099612,stefan_,2021-02-11 09:00:46 UTC
comment,26099611,franga2000,2021-02-11 09:00:41 UTC
comment,26099610,hannob,2021-02-11 09:00:39 UTC
comment,26099609,davidgerard,2021-02-11 09:00:15 UTC
comment,26099608,,2021-02-11 08:59:51 UTC
comment,26099607,thanato0s,2021-02-11 08:59:36 UTC
comment,26099606,roel_v,2021-02-11 08:59:32 UTC
comment,26099605,,2021-02-11 08:59:30 UTC
comment,26099604,mariusor,2021-02-11 08:59:22 UTC
comment,26099603,dragonwriter,2021-02-11 08:59:21 UTC
comment,26099602,thanato0s,2021-02-11 08:58:39 UTC
comment,26099601,namdnay,2021-02-11 08:58:23 UTC
comment,26099600,davidgerard,2021-02-11 08:58:22 UTC
comment,26099599,beigeoak,2021-02-11 08:58:11 UTC
comment,26099598,hnaccy,2021-02-11 08:58:04 UTC
comment,26099597,roel_v,2021-02-11 08:57:27 UTC
comment,26099596,oneeyedpigeon,2021-02-11 08:57:25 UTC
comment,26099595,woile,2021-02-11 08:57:19 UTC
story,26099594,indigodaddy,2021-02-11 08:57:15 UTC
comment,26099593,TrackerFF,2021-02-11 08:57:13 UTC
comment,26099592,redis_mlc,2021-02-11 08:57:11 UTC
comment,26099591,pansa2,2021-02-11 08:56:47 UTC
comment,26099590,simonh,2021-02-11 08:56:28 UTC
comment,26099589,unishark,2021-02-11 08:56:20 UTC
comment,26099588,ladyanita22,2021-02-11 08:56:01 UTC
comment,26099587,asmosoinio,2021-02-11 08:55:51 UTC
comment,26099586,lornajane,2021-02-11 08:55:48 UTC
comment,26099585,micrio,2021-02-11 08:55:36 UTC
comment,26099584,airbreather,2021-02-11 08:55:14 UTC
comment,26099583,ece,2021-02-11 08:55:10 UTC
comment,26099582,oneeyedpigeon,2021-02-11 08:55:03 UTC
comment,26099580,tgbugs,2021-02-11 08:54:58 UTC
comment,26099581,FriedrichN,2021-02-11 08:54:58 UTC
comment,26099579,gcanyon,2021-02-11 08:54:57 UTC
comment,26099578,thanato0s,2021-02-11 08:54:55 UTC
comment,26099577,ALittleLight,2021-02-11 08:54:43 UTC
story,26099576,isaac1,2021-02-11 08:54:19 UTC
comment,26099575,ovi256,2021-02-11 08:54:15 UTC
story,26099574,jstobigdata,2021-02-11 08:54:08 UTC
comment,26099573,asmosoinio,2021-02-11 08:54:05 UTC
story,26099572,adilsardar,2021-02-11 08:53:56 UTC
comment,26099571,jasim,2021-02-11 08:53:47 UTC
comment,26099570,thanato0s,2021-02-11 08:53:07 UTC
comment,26099569,Cthulhu_,2021-02-11 08:52:19 UTC
comment,26099568,shoo,2021-02-11 08:52:07 UTC
comment,26099567,nmadden,2021-02-11 08:52:01 UTC
comment,26099566,ilkkao,2021-02-11 08:52:01 UTC
comment,26099565,viraptor,2021-02-11 08:51:50 UTC
comment,26099564,dgregd,2021-02-11 08:51:37 UTC
story,26099563,tolbish,2021-02-11 08:51:21 UTC
comment,26099562,vidarh,2021-02-11 08:51:11 UTC
comment,26099561,Doxin,2021-02-11 08:50:45 UTC
comment,26099560,Cthulhu_,2021-02-11 08:50:39 UTC
comment,26099559,thanato0s,2021-02-11 08:50:14 UTC
comment,26099558,inter_netuser,2021-02-11 08:50:05 UTC
comment,26099557,chx,2021-02-11 08:49:59 UTC
comment,26099556,ForHackernews,2021-02-11 08:49:56 UTC
comment,26099555,pansa2,2021-02-11 08:49:42 UTC
comment,26099554,alloutblitz85,2021-02-11 08:49:32 UTC
comment,26099553,dvfjsdhgfv,2021-02-11 08:49:15 UTC
comment,26099552,moosebear847,2021-02-11 08:49:09 UTC
comment,26099551,davesque,2021-02-11 08:49:08 UTC
comment,26099550,nickff,2021-02-11 08:49:06 UTC
comment,26099549,thanato0s,2021-02-11 08:48:58 UTC
comment,26099548,NetOpWibby,2021-02-11 08:48:50 UTC
comment,26099547,esotericn,2021-02-11 08:48:49 UTC
comment,26099546,godelski,2021-02-11 08:48:36 UTC
comment,26099545,JoshTriplett,2021-02-11 08:48:30 UTC
comment,26099544,oneeyedpigeon,2021-02-11 08:48:29 UTC
comment,26099543,watt,2021-02-11 08:48:26 UTC
comment,26099542,yread,2021-02-11 08:48:05 UTC
story,26099541,ketoelite,2021-02-11 08:47:41 UTC
comment,26099540,knorker,2021-02-11 08:47:33 UTC
comment,26099539,redcat7,2021-02-11 08:47:16 UTC
comment,26099537,,2021-02-11 08:47:13 UTC
comment,26099538,prower,2021-02-11 08:47:13 UTC
comment,26099536,KingOfCoders,2021-02-11 08:46:58 UTC
comment,26099535,saagarjha,2021-02-11 08:46:57 UTC
comment,26099534,Cthulhu_,2021-02-11 08:46:51 UTC
comment,26099533,mariusor,2021-02-11 08:46:40 UTC
comment,26099532,koonsolo,2021-02-11 08:46:29 UTC
story,26099530,mushysteven,2021-02-11 08:46:23 UTC
story,26099531,,2021-02-11 08:46:23 UTC
comment,26099529,jashmatthews,2021-02-11 08:46:13 UTC
story,26099528,emperor_,2021-02-11 08:45:45 UTC
comment,26099527,jasim,2021-02-11 08:45:38 UTC
comment,26099526,tgbugs,2021-02-11 08:45:29 UTC
comment,26099525,lostlogin,2021-02-11 08:45:23 UTC
comment,26099524,autoexec,2021-02-11 08:45:16 UTC
comment,26099523,fire7000,2021-02-11 08:45:13 UTC
comment,26099522,Cthulhu_,2021-02-11 08:45:07 UTC
comment,26099521,tarsinge,2021-02-11 08:45:06 UTC
comment,26099520,thanato0s,2021-02-11 08:44:51 UTC
comment,26099519,injidup,2021-02-11 08:44:41 UTC
comment,26099518,milkers,2021-02-11 08:44:12 UTC
comment,26099517,felixhummel,2021-02-11 08:44:04 UTC
story,26099516,rcshubhadeep,2021-02-11 08:43:47 UTC
comment,26099515,pansa2,2021-02-11 08:43:26 UTC
story,26099514,,2021-02-11 08:43:22 UTC
comment,26099513,knorker,2021-02-11 08:43:13 UTC
comment,26099512,gmueckl,2021-02-11 08:43:09 UTC
comment,26099511,dragonwriter,2021-02-11 08:42:34 UTC
comment,26099510,unishark,2021-02-11 08:41:51 UTC
comment,26099509,,2021-02-11 08:41:40 UTC
comment,26099508,jillesvangurp,2021-02-11 08:41:35 UTC
story,26099507,,2021-02-11 08:41:34 UTC
comment,26099506,,2021-02-11 08:41:33 UTC
comment,26099505,bradknowles,2021-02-11 08:41:32 UTC
story,26099504,milkers,2021-02-11 08:41:23 UTC
comment,26099503,redis_mlc,2021-02-11 08:41:18 UTC
comment,26099502,presentation,2021-02-11 08:41:16 UTC
comment,26099501,trinix912,2021-02-11 08:41:12 UTC
comment,26099500,pansa2,2021-02-11 08:40:40 UTC
comment,26099499,,2021-02-11 08:40:36 UTC
comment,26099498,,2021-02-11 08:40:28 UTC
comment,26099497,thanato0s,2021-02-11 08:40:09 UTC
comment,26099496,bradknowles,2021-02-11 08:39:50 UTC
story,26099495,geraldbauer,2021-02-11 08:39:48 UTC
comment,26099494,matkoniecz,2021-02-11 08:39:37 UTC
comment,26099493,janci,2021-02-11 08:38:37 UTC
comment,26099492,bradknowles,2021-02-11 08:38:34 UTC
comment,26099491,slightwinder,2021-02-11 08:38:23 UTC
comment,26099490,thanato0s,2021-02-11 08:38:09 UTC
story,26099489,mardiyah,2021-02-11 08:37:55 UTC
comment,26099488,nthngtshr,2021-02-11 08:37:20 UTC
comment,26099487,godelski,2021-02-11 08:37:16 UTC
comment,26099486,sorokod,2021-02-11 08:37:14 UTC
story,26099485,bhomisuraj,2021-02-11 08:37:09 UTC
comment,26099484,Const-me,2021-02-11 08:36:37 UTC
comment,26099483,Knajjars,2021-02-11 08:36:28 UTC
comment,26099482,Insanity,2021-02-11 08:36:26 UTC
comment,26099481,kqvamxurcagg,2021-02-11 08:36:26 UTC
comment,26099480,thanato0s,2021-02-11 08:35:47 UTC
comment,26099479,knorker,2021-02-11 08:35:44 UTC
comment,26099478,indigochill,2021-02-11 08:35:17 UTC
comment,26099477,andylynch,2021-02-11 08:34:44 UTC
story,26099476,chovybizzass,2021-02-11 08:34:23 UTC
comment,26099475,TeMPOraL,2021-02-11 08:34:05 UTC
comment,26099474,dagw,2021-02-11 08:33:59 UTC
comment,26099473,FridgeSeal,2021-02-11 08:33:50 UTC
comment,26099472,crucialfelix,2021-02-11 08:33:32 UTC
comment,26099471,gyger,2021-02-11 08:33:32 UTC
comment,26099470,thanato0s,2021-02-11 08:33:28 UTC
comment,26099469,kace91,2021-02-11 08:33:27 UTC
comment,26099468,godelski,2021-02-11 08:33:21 UTC
comment,26099467,yongjik,2021-02-11 08:33:13 UTC
comment,26099466,hvidgaard,2021-02-11 08:33:11 UTC
comment,26099465,sonnyp,2021-02-11 08:32:47 UTC
comment,26099464,globular-toast,2021-02-11 08:32:39 UTC
comment,26099463,lub,2021-02-11 08:31:49 UTC
comment,26099462,toast0,2021-02-11 08:31:32 UTC
comment,26099461,debaserab2,2021-02-11 08:31:08 UTC
story,26099460,prof18,2021-02-11 08:31:03 UTC
story,26099459,doener,2021-02-11 08:30:57 UTC
comment,26099458,erichocean,2021-02-11 08:30:53 UTC
comment,26099457,stanmancan,2021-02-11 08:30:48 UTC
comment,26099456,saagarjha,2021-02-11 08:30:25 UTC
comment,26099455,maweki,2021-02-11 08:30:18 UTC
comment,26099454,thanato0s,2021-02-11 08:30:11 UTC
comment,26099453,hoseja,2021-02-11 08:30:08 UTC
comment,26099452,aj7,2021-02-11 08:29:41 UTC
comment,26099451,35post,2021-02-11 08:29:37 UTC
comment,26099450,Thorrez,2021-02-11 08:29:30 UTC
comment,26099449,adrianN,2021-02-11 08:29:27 UTC
comment,26099448,igorkraw,2021-02-11 08:29:08 UTC
comment,26099447,daveleebbc,2021-02-11 08:28:50 UTC
comment,26099446,lukaszkups,2021-02-11 08:28:37 UTC
comment,26099445,dredmorbius,2021-02-11 08:28:35 UTC
comment,26099444,oilbagz,2021-02-11 08:28:18 UTC
comment,26099443,numpad0,2021-02-11 08:28:15 UTC
comment,26099442,PartiallyTyped,2021-02-11 08:28:13 UTC
comment,26099441,thanato0s,2021-02-11 08:27:59 UTC
comment,26099440,RangerScience,2021-02-11 08:27:53 UTC
comment,26099439,igorkraw,2021-02-11 08:27:21 UTC
story,26099438,DragApp,2021-02-11 08:26:38 UTC
comment,26099437,einpoklum,2021-02-11 08:26:05 UTC
comment,26099436,newswasboring,2021-02-11 08:25:38 UTC
comment,26099435,tuankiet65,2021-02-11 08:25:34 UTC
comment,26099434,forty,2021-02-11 08:25:29 UTC
comment,26099433,icansearch,2021-02-11 08:25:17 UTC
comment,26099432,lame-robot-hoax,2021-02-11 08:25:11 UTC
comment,26099431,Quequau,2021-02-11 08:24:56 UTC
comment,26099430,micrio,2021-02-11 08:24:49 UTC
comment,26099429,thanato0s,2021-02-11 08:23:59 UTC
comment,26099428,newswasboring,2021-02-11 08:23:51 UTC
story,26099427,,2021-02-11 08:23:50 UTC
comment,26099426,j0057,2021-02-11 08:22:58 UTC
comment,26099425,spoonjim,2021-02-11 08:22:56 UTC
comment,26099424,pansa2,2021-02-11 08:22:04 UTC
comment,26099423,whateveracct,2021-02-11 08:21:58 UTC
comment,26099422,IshKebab,2021-02-11 08:21:50 UTC
story,26099421,lazycrazyowl,2021-02-11 08:21:49 UTC
comment,26099420,imgabe,2021-02-11 08:21:35 UTC
comment,26099419,emilsedgh,2021-02-11 08:21:29 UTC
story,26099418,miteshalign,2021-02-11 08:21:16 UTC
comment,26099417,jasonbryan,2021-02-11 08:21:13 UTC
story,26099416,jasonbryan,2021-02-11 08:21:13 UTC
comment,26099415,emteycz,2021-02-11 08:21:10 UTC
comment,26099414,zaarn,2021-02-11 08:21:08 UTC
comment,26099413,thanato0s,2021-02-11 08:21:07 UTC
comment,26099412,mpfundstein,2021-02-11 08:21:05 UTC
comment,26099411,unishark,2021-02-11 08:21:03 UTC
comment,26099410,qalmakka,2021-02-11 08:20:58 UTC
comment,26099409,Doxin,2021-02-11 08:20:53 UTC
comment,26099408,zaarn,2021-02-11 08:20:31 UTC
comment,26099407,pfalcon,2021-02-11 08:20:21 UTC
story,26099406,ronsoak,2021-02-11 08:20:17 UTC
comment,26099405,freeone3000,2021-02-11 08:19:50 UTC
comment,26099404,yegle,2021-02-11 08:19:43 UTC
comment,26099403,hoseja,2021-02-11 08:19:41 UTC
comment,26099402,jobigoud,2021-02-11 08:19:37 UTC
comment,26099401,wodenokoto,2021-02-11 08:19:30 UTC
story,26099400,MattGaiser,2021-02-11 08:19:17 UTC
story,26099399,beermonster,2021-02-11 08:19:09 UTC
comment,26099398,Doxin,2021-02-11 08:18:57 UTC
comment,26099397,selimthegrim,2021-02-11 08:18:57 UTC
comment,26099396,tgbugs,2021-02-11 08:18:56 UTC
comment,26099395,bpodgursky,2021-02-11 08:18:48 UTC
comment,26099394,refurb,2021-02-11 08:18:27 UTC
comment,26099393,carlesfe,2021-02-11 08:18:06 UTC
story,26099391,onepatch,2021-02-11 08:17:35 UTC
comment,26099392,onepatch,2021-02-11 08:17:35 UTC
comment,26099390,jopsen,2021-02-11 08:16:56 UTC
comment,26099389,thanato0s,2021-02-11 08:16:52 UTC
story,26099387,matsutsu,2021-02-11 08:16:43 UTC
comment,26099388,toast0,2021-02-11 08:16:43 UTC
comment,26099386,micrio,2021-02-11 08:16:34 UTC
story,26099385,johnny_reilly,2021-02-11 08:16:32 UTC
comment,26099383,qalmakka,2021-02-11 08:16:21 UTC
comment,26099384,mcbain,2021-02-11 08:16:21 UTC
comment,26099382,refurb,2021-02-11 08:16:19 UTC
